@relation RC4_SECURE_REGULAR

@attribute 0 numeric
@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute 6 numeric
@attribute 7 numeric
@attribute 8 numeric
@attribute 9 numeric
@attribute 10 numeric
@attribute 11 numeric
@attribute 12 numeric
@attribute 13 numeric
@attribute 14 numeric
@attribute 15 numeric
@attribute 16 numeric
@attribute klasifikacija { RC4-SECURE, RC4-REGULAR}

@data
0.0441 , 0.0735 , 0.0588 , 0.0294 , 0.0882 , 0.0735 , 0.0294 , 0.0735 , 0.0735 , 0.0588 , 0.0588 , 0.0441 , 0.0588 , 0.1176 , 0.0294 , 0.0882 ,  RC4-SECURE
0.0588 , 0.0735 , 0.0147 , 0.1176 , 0.0588 , 0.1176 , 0.0294 , 0.0882 , 0.0441 , 0.0882 , 0.0735 , 0.0588 , 0.0735 , 0.0441 , 0.0294 , 0.0294 ,  RC4-REGULAR
0.0588 , 0.0588 , 0.0441 , 0.0294 , 0.0294 , 0.0294 , 0.1029 , 0.0294 , 0.0588 , 0.0735 , 0.0588 , 0.0588 , 0.1029 , 0.1618 , 0.0294 , 0.0735 ,  RC4-SECURE
0.0294 , 0.0441 , 0.0441 , 0.1029 , 0.0441 , 0.0735 , 0.0588 , 0.1618 , 0.0441 , 0.0294 , 0.0441 , 0.0588 , 0.0441 , 0.0588 , 0.0735 , 0.0882 ,  RC4-REGULAR
0.0441 , 0.0294 , 0.0588 , 0.0882 , 0.0294 , 0.0735 , 0.1029 , 0.0588 , 0.0588 , 0.0735 , 0.0735 , 0.0441 , 0.0441 , 0.0882 , 0.0147 , 0.1176 ,  RC4-SECURE
0.0882 , 0.0882 , 0.1029 , 0.0588 , 0.1029 , 0.0735 , 0.0735 , 0.0294 , 0.0735 , 0.1029 , 0.0441 , 0.0000 , 0.0294 , 0.0441 , 0.0294 , 0.0588 ,  RC4-REGULAR
0.0588 , 0.0588 , 0.0294 , 0.1176 , 0.0588 , 0.0588 , 0.1029 , 0.0735 , 0.0441 , 0.0882 , 0.0735 , 0.0441 , 0.0588 , 0.0294 , 0.0294 , 0.0735 ,  RC4-SECURE
0.1029 , 0.0588 , 0.0441 , 0.0735 , 0.1029 , 0.0441 , 0.0441 , 0.0441 , 0.0441 , 0.0441 , 0.1029 , 0.0441 , 0.0882 , 0.0441 , 0.0735 , 0.0441 ,  RC4-REGULAR
0.0882 , 0.0294 , 0.0735 , 0.1176 , 0.0588 , 0.0441 , 0.0735 , 0.0294 , 0.0441 , 0.0294 , 0.0735 , 0.0588 , 0.0882 , 0.0441 , 0.0588 , 0.0882 ,  RC4-SECURE
0.0441 , 0.0735 , 0.0588 , 0.0735 , 0.0735 , 0.0294 , 0.0588 , 0.1471 , 0.0147 , 0.0882 , 0.0588 , 0.0294 , 0.0441 , 0.0441 , 0.0441 , 0.1176 ,  RC4-REGULAR
0.0735 , 0.0294 , 0.0441 , 0.0441 , 0.0588 , 0.0294 , 0.0735 , 0.0735 , 0.0147 , 0.1324 , 0.0000 , 0.1324 , 0.0735 , 0.1029 , 0.0441 , 0.0735 ,  RC4-SECURE
0.0294 , 0.0588 , 0.0735 , 0.0735 , 0.0588 , 0.0588 , 0.1029 , 0.0735 , 0.1029 , 0.1029 , 0.0441 , 0.0147 , 0.0147 , 0.0588 , 0.0441 , 0.0882 ,  RC4-REGULAR
0.0882 , 0.0882 , 0.0000 , 0.0294 , 0.0735 , 0.0588 , 0.0735 , 0.0294 , 0.0147 , 0.0735 , 0.0294 , 0.0147 , 0.1618 , 0.1176 , 0.0588 , 0.0882 ,  RC4-SECURE
0.0735 , 0.0441 , 0.0441 , 0.0294 , 0.0735 , 0.0735 , 0.0294 , 0.0882 , 0.0588 , 0.0441 , 0.0735 , 0.1029 , 0.0588 , 0.0735 , 0.1029 , 0.0294 ,  RC4-REGULAR
0.1029 , 0.0294 , 0.0735 , 0.0294 , 0.0441 , 0.1176 , 0.0735 , 0.0882 , 0.1176 , 0.0441 , 0.0882 , 0.0441 , 0.0441 , 0.0588 , 0.0294 , 0.0147 ,  RC4-SECURE
0.0882 , 0.1029 , 0.0000 , 0.0441 , 0.0000 , 0.0735 , 0.0147 , 0.1029 , 0.0735 , 0.0588 , 0.0735 , 0.0588 , 0.0588 , 0.0735 , 0.1324 , 0.0441 ,  RC4-REGULAR
0.0588 , 0.1176 , 0.0735 , 0.0882 , 0.0441 , 0.0735 , 0.0882 , 0.0588 , 0.0000 , 0.0294 , 0.0735 , 0.0882 , 0.0294 , 0.0588 , 0.0882 , 0.0294 ,  RC4-SECURE
0.0441 , 0.0588 , 0.0735 , 0.0441 , 0.0147 , 0.0882 , 0.0294 , 0.0588 , 0.1029 , 0.0441 , 0.0441 , 0.0735 , 0.0441 , 0.1176 , 0.0735 , 0.0882 ,  RC4-REGULAR
0.0882 , 0.0588 , 0.0294 , 0.0441 , 0.0441 , 0.0147 , 0.0588 , 0.0735 , 0.0735 , 0.0735 , 0.0735 , 0.0441 , 0.1176 , 0.0441 , 0.0882 , 0.0735 ,  RC4-SECURE
0.0441 , 0.0735 , 0.0294 , 0.1029 , 0.0441 , 0.0882 , 0.1176 , 0.0294 , 0.0294 , 0.1324 , 0.1029 , 0.0294 , 0.0735 , 0.0294 , 0.0000 , 0.0735 ,  RC4-REGULAR
0.0441 , 0.0588 , 0.1029 , 0.0294 , 0.0441 , 0.0147 , 0.0441 , 0.0000 , 0.0882 , 0.1176 , 0.0735 , 0.1029 , 0.0588 , 0.0294 , 0.1176 , 0.0735 ,  RC4-SECURE
0.0735 , 0.0294 , 0.0294 , 0.0147 , 0.1176 , 0.0441 , 0.0588 , 0.0735 , 0.1029 , 0.0588 , 0.0147 , 0.0735 , 0.0441 , 0.0882 , 0.1029 , 0.0735 ,  RC4-REGULAR
